Batting Innings,Batting Position,Runs Scored,Balls Faced,Batting Strikerate,Out/NotOut,4s,6s,50s,100s,Runs in Powerplay,Runs in Middle Overs,Runs in Death Overs,Strikerate in first 20 balls,Strikerate in 20 to 30 balls,Strikerate after 30 balls,Bowling Innings,Runs Given,Balls Bowled,Wickets Taken,Economy Rate,Bowling Strikerate,3 wicket hauls,5 wicket hauls,Wickets in Powerplay,Wickets in Middle Overs,Wickets in Death Overs,Economy in Powerplay,Economy in Middle Overs,Economy in Death Overs,Catches or Runouts as Fielder,Match Result,Man of the match
2.0,0.0,6.0,3.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,-1.0,-1.0,1.0,29.0,26.0,1.0,6.69,26.0,0.0,0.0,0.0,1.0,0.0,6.3,8.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,16.0,25.0,2.0,3.84,12.5,0.0,0.0,0.0,1.0,1.0,4.15,4.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,27.0,27.0,1.0,6.0,27.0,0.0,0.0,0.0,1.0,0.0,5.14,8.57,5.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,27.0,24.0,2.0,6.75,12.0,0.0,0.0,1.0,0.0,1.0,4.5,11.0,7.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,43.0,24.0,0.0,10.75,-1.0,0.0,0.0,0.0,0.0,0.0,10.5,13.0,9.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,23.0,26.0,2.0,5.31,13.0,0.0,0.0,0.0,0.0,2.0,3.69,-1.0,6.92,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,40.0,28.0,0.0,8.57,-1.0,0.0,0.0,0.0,0.0,0.0,5.14,16.29,7.71,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,24.0,24.0,0.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,5.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,31.0,26.0,1.0,7.15,26.0,0.0,0.0,0.0,0.0,1.0,9.23,4.29,6.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,28.0,25.0,0.0,6.72,-1.0,0.0,0.0,0.0,0.0,0.0,3.23,14.0,7.0,1.0,0.0,0.0
2.0,0.0,6.0,15.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,30.0,-1.0,-1.0,1.0,39.0,24.0,1.0,9.75,24.0,0.0,0.0,1.0,0.0,0.0,5.5,14.0,-1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,37.0,26.0,2.0,8.54,13.0,0.0,0.0,0.0,2.0,0.0,7.29,10.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,44.0,25.0,2.0,10.56,12.5,0.0,0.0,0.0,0.0,2.0,12.0,-1.0,9.0,0.0,0.0,0.0
2.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,17.0,8.0,1.0,12.75,8.0,0.0,0.0,1.0,0.0,0.0,12.75,-1.0,-1.0,0.0,0.0,0.0
1.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,46.0,26.0,0.0,10.62,-1.0,0.0,0.0,0.0,0.0,0.0,9.16,-1.0,14.57,0.0,0.0,0.0
1.0,8.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,-1.0,2.0,26.0,26.0,0.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.85,12.86,7.0,0.0,0.0,0.0
2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,-1.0,1.0,28.0,18.0,0.0,9.33,-1.0,0.0,0.0,0.0,0.0,0.0,9.33,-1.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,21.0,24.0,1.0,5.25,24.0,0.0,0.0,1.0,0.0,0.0,4.33,-1.0,8.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,25.0,26.0,0.0,5.77,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,-1.0,1.0,0.0,0.0
2.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,-1.0,1.0,41.0,25.0,1.0,9.84,25.0,0.0,0.0,1.0,0.0,0.0,9.69,8.0,12.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,13.0,19.0,5.0,4.11,3.8,0.0,1.0,5.0,0.0,0.0,4.11,-1.0,-1.0,0.0,0.0,1.0
2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,-1.0,1.0,42.0,25.0,0.0,10.08,-1.0,0.0,0.0,0.0,0.0,0.0,6.5,18.0,8.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,38.0,25.0,0.0,9.12,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,11.08,-1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,16.0,26.0,2.0,3.69,13.0,0.0,0.0,2.0,0.0,0.0,3.9,-1.0,3.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,25.0,18.0,0.0,8.33,-1.0,0.0,0.0,0.0,0.0,0.0,9.0,-1.0,8.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,30.0,25.0,2.0,7.2,12.5,0.0,0.0,2.0,0.0,0.0,4.42,16.0,-1.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,19.0,18.0,0.0,6.33,-1.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.0,8.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,22.0,25.0,0.0,5.28,-1.0,0.0,0.0,0.0,0.0,0.0,5.68,-1.0,4.0,1.0,0.0,0.0
2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,28.0,24.0,3.0,7.0,8.0,1.0,0.0,1.0,2.0,0.0,5.5,5.0,12.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,35.0,27.0,2.0,7.78,13.5,0.0,0.0,2.0,0.0,0.0,7.5,11.33,3.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,34.0,25.0,0.0,8.16,-1.0,0.0,0.0,0.0,0.0,0.0,6.5,9.69,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,22.0,24.0,1.0,5.5,24.0,0.0,0.0,0.0,0.0,1.0,6.0,-1.0,4.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,29.0,26.0,2.0,6.69,13.0,0.0,0.0,1.0,1.0,0.0,7.85,3.0,7.71,2.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,35.0,26.0,1.0,8.08,26.0,0.0,0.0,0.0,1.0,0.0,11.14,4.0,8.31,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,35.0,18.0,0.0,11.67,-1.0,0.0,0.0,0.0,0.0,0.0,7.5,-1.0,20.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,16.0,25.0,2.0,3.84,12.5,0.0,0.0,2.0,0.0,0.0,4.62,-1.0,3.0,1.0,0.0,1.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,11.0,19.0,1.0,3.47,19.0,0.0,0.0,1.0,0.0,0.0,3.47,-1.0,-1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,30.0,22.0,1.0,8.18,22.0,0.0,0.0,0.0,0.0,1.0,10.5,12.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,66.0,27.0,0.0,14.67,-1.0,0.0,0.0,0.0,0.0,0.0,13.38,18.75,12.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,22.0,18.0,0.0,7.33,-1.0,0.0,0.0,0.0,0.0,0.0,7.33,-1.0,-1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,32.0,25.0,1.0,7.68,25.0,0.0,0.0,1.0,0.0,0.0,6.0,-1.0,13.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,23.0,25.0,0.0,5.52,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,6.86,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,31.0,18.0,1.0,10.33,18.0,0.0,0.0,1.0,0.0,0.0,10.33,-1.0,-1.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,29.0,25.0,1.0,6.96,25.0,0.0,0.0,0.0,0.0,1.0,7.71,-1.0,6.67,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,37.0,24.0,2.0,9.25,12.0,0.0,0.0,0.0,1.0,1.0,-1.0,4.0,11.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,35.0,19.0,0.0,11.05,-1.0,0.0,0.0,0.0,0.0,0.0,16.0,-1.0,8.77,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,46.0,22.0,0.0,12.55,-1.0,0.0,0.0,0.0,0.0,0.0,5.25,-1.0,16.71,0.0,0.0,0.0
1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,26.0,18.0,1.0,8.67,18.0,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,16.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,39.0,24.0,0.0,9.75,-1.0,0.0,0.0,0.0,0.0,0.0,11.5,8.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,50.0,25.0,0.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,10.29,0.0,0.0,0.0
2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,37.0,28.0,2.0,7.93,14.0,0.0,0.0,2.0,0.0,0.0,5.45,17.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,41.0,24.0,1.0,10.25,24.0,0.0,0.0,0.0,0.0,1.0,8.5,-1.0,12.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,26.0,18.0,0.0,8.67,-1.0,0.0,0.0,0.0,0.0,0.0,8.67,-1.0,-1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,47.0,27.0,0.0,10.44,-1.0,0.0,0.0,0.0,0.0,0.0,9.3,13.71,-1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,21.0,14.0,0.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,9.0,-1.0,-1.0,0.0,0.0,0.0
2.0,0.0,2.0,5.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,-1.0,-1.0,1.0,25.0,27.0,0.0,5.56,-1.0,0.0,0.0,0.0,0.0,0.0,3.9,-1.0,10.29,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,60.0,24.0,0.0,15.0,-1.0,0.0,0.0,0.0,0.0,0.0,14.0,-1.0,16.0,0.0,0.0,0.0
2.0,0.0,5.0,2.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,-1.0,-1.0,1.0,42.0,24.0,0.0,10.5,-1.0,0.0,0.0,0.0,0.0,0.0,7.33,20.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,30.0,19.0,0.0,9.47,-1.0,0.0,0.0,0.0,0.0,0.0,10.5,-1.0,7.71,0.0,0.0,0.0
1.0,8.0,1.0,5.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,-1.0,-1.0,2.0,12.0,6.0,0.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,35.0,24.0,2.0,8.75,12.0,0.0,0.0,2.0,0.0,0.0,6.67,-1.0,15.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,32.0,18.0,1.0,10.67,18.0,0.0,0.0,1.0,0.0,0.0,10.67,-1.0,-1.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,5.0,7.0,1.0,4.29,7.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,4.29,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,32.0,25.0,0.0,7.68,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,12.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,22.0,26.0,1.0,5.08,26.0,0.0,0.0,1.0,0.0,0.0,5.67,-1.0,3.75,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,19.0,19.0,0.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,-1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,18.0,18.0,0.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,-1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,29.0,26.0,0.0,6.69,-1.0,0.0,0.0,0.0,0.0,0.0,6.33,7.5,-1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,30.0,24.0,1.0,7.5,24.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,11.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,41.0,24.0,1.0,10.25,24.0,0.0,0.0,0.0,1.0,0.0,10.5,10.0,-1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,38.0,26.0,3.0,8.77,8.67,1.0,0.0,3.0,0.0,0.0,6.67,13.5,-1.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,35.0,24.0,2.0,8.75,12.0,0.0,0.0,1.0,0.0,1.0,8.0,-1.0,11.0,0.0,0.0,0.0
1.0,9.0,10.0,3.0,333.33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,50.0,-1.0,-1.0,2.0,28.0,24.0,1.0,7.0,24.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,-1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,26.0,20.0,0.0,7.8,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,10.5,0.0,0.0,0.0
1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,0.0,4.0,10.0,40.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
1.0,5.0,10.0,8.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,6.0,12.0,12.0,100.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,60.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,1.0,62.0,49.0,126.53,0.0,4.0,1.0,1.0,0.0,14.0,31.0,17.0,46.94,41.38,142.11,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
2.0,6.0,1.0,5.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,-1.0,1.0,5.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,5.0,0.0,0.0,0.0
2.0,6.0,3.0,7.0,42.86,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
1.0,3.0,56.0,41.0,136.59,1.0,5.0,2.0,1.0,0.0,1.0,28.0,27.0,48.78,90.48,154.55,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,3.0,18.0,17.0,105.88,1.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,90.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
1.0,5.0,6.0,9.0,66.67,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,5.0,15.0,9.0,166.67,0.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,75.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
1.0,4.0,4.0,8.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,1.0,52.0,36.0,144.44,1.0,7.0,0.0,1.0,0.0,15.0,37.0,0.0,75.0,100.0,150.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,2.0,17.0,10.0,170.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,85.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,2.0,8.0,9.0,88.89,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,40.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,0.0,98.0,66.0,148.48,1.0,16.0,1.0,1.0,0.0,34.0,48.0,16.0,48.48,10.87,169.44,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
2.0,4.0,40.0,31.0,129.03,1.0,4.0,2.0,0.0,0.0,22.0,18.0,0.0,70.97,163.64,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,0.0
1.0,0.0,19.0,16.0,118.75,1.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,95.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
1.0,0.0,103.0,60.0,171.67,0.0,12.0,5.0,0.0,1.0,29.0,45.0,29.0,50.0,17.5,220.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,1.0
2.0,0.0,44.0,31.0,141.94,1.0,5.0,1.0,0.0,0.0,17.0,27.0,0.0,87.1,154.55,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
1.0,0.0,15.0,10.0,150.0,1.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,75.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
2.0,0.0,13.0,18.0,72.22,1.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,65.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,0.0,84.0,63.0,133.33,0.0,9.0,1.0,1.0,0.0,14.0,54.0,16.0,30.16,32.56,154.55,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
