Batting Innings,Batting Position,Runs Scored,Balls Faced,Batting Strikerate,Out/NotOut,4s,6s,50s,100s,Runs in Powerplay,Runs in Middle Overs,Runs in Death Overs,Strikerate in first 20 balls,Strikerate in 20 to 30 balls,Strikerate after 30 balls,Bowling Innings,Runs Given,Balls Bowled,Wickets Taken,Economy Rate,Bowling Strikerate,3 wicket hauls,5 wicket hauls,Wickets in Powerplay,Wickets in Middle Overs,Wickets in Death Overs,Economy in Powerplay,Economy in Middle Overs,Economy in Death Overs,Catches or Runouts as Fielder,Match Result,Man of the match
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,19.0,24.0,2.0,4.75,12.0,0.0,0.0,2.0,0.0,0.0,4.5,-1.0,5.0,0.0,0.0,0.0
2.0,2.0,58.0,56.0,103.57,0.0,2.0,2.0,1.0,0.0,14.0,25.0,19.0,90.0,90.0,119.23,1.0,17.0,24.0,1.0,4.25,24.0,0.0,0.0,1.0,0.0,0.0,4.0,-1.0,5.0,1.0,0.0,1.0
1.0,0.0,5.0,7.0,71.43,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,71.43,-1.0,-1.0,2.0,8.0,6.0,0.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,-1.0,0.0,1.0,0.0
2.0,0.0,9.0,7.0,128.57,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,128.57,-1.0,-1.0,1.0,27.0,25.0,1.0,6.48,25.0,0.0,0.0,0.0,0.0,1.0,11.0,-1.0,2.31,0.0,0.0,0.0
2.0,1.0,15.0,17.0,88.24,1.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,88.24,-1.0,-1.0,1.0,24.0,24.0,0.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.5,-1.0,8.5,0.0,0.0,0.0
1.0,0.0,65.0,52.0,125.0,0.0,7.0,1.0,1.0,0.0,13.0,26.0,26.0,90.0,110.0,163.64,2.0,34.0,18.0,0.0,11.33,-1.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,-1.0,0.0,0.0,0.0
2.0,0.0,89.0,55.0,161.82,0.0,8.0,5.0,1.0,0.0,26.0,33.0,30.0,130.0,130.0,200.0,1.0,39.0,25.0,1.0,9.36,25.0,0.0,0.0,0.0,0.0,1.0,10.62,12.0,4.0,0.0,0.0,1.0
2.0,1.0,44.0,34.0,129.41,0.0,7.0,0.0,0.0,0.0,30.0,14.0,0.0,150.0,130.0,25.0,1.0,20.0,26.0,2.0,4.62,13.0,0.0,0.0,1.0,0.0,1.0,3.43,-1.0,5.05,0.0,0.0,1.0
2.0,1.0,66.0,55.0,120.0,0.0,10.0,0.0,1.0,0.0,29.0,24.0,13.0,165.0,90.0,96.0,1.0,36.0,24.0,1.0,9.0,24.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,11.5,1.0,0.0,1.0
1.0,0.0,19.0,17.0,111.76,1.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,111.76,-1.0,-1.0,2.0,29.0,24.0,0.0,7.25,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,7.33,1.0,1.0,0.0
2.0,1.0,27.0,29.0,93.1,1.0,3.0,0.0,0.0,0.0,18.0,9.0,0.0,110.0,55.56,-1.0,1.0,36.0,25.0,0.0,8.64,-1.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.0,8.21,0.0,0.0,0.0
1.0,0.0,52.0,49.0,106.12,1.0,7.0,0.0,1.0,0.0,23.0,29.0,0.0,125.0,110.0,84.21,2.0,23.0,18.0,1.0,7.67,18.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,9.0,0.0,0.0,0.0
2.0,1.0,9.0,10.0,90.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,90.0,-1.0,-1.0,1.0,45.0,25.0,1.0,10.8,25.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,12.92,1.0,0.0,0.0
2.0,1.0,54.0,42.0,128.57,1.0,5.0,1.0,1.0,0.0,23.0,31.0,0.0,125.0,130.0,133.33,1.0,27.0,18.0,0.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,10.5,0.0,0.0,0.0
1.0,0.0,68.0,44.0,154.55,1.0,9.0,1.0,1.0,0.0,22.0,37.0,9.0,130.0,190.0,164.29,2.0,32.0,24.0,0.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0
2.0,0.0,8.0,11.0,72.73,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,72.73,-1.0,-1.0,1.0,31.0,25.0,2.0,7.44,12.5,0.0,0.0,1.0,0.0,1.0,8.57,15.0,3.0,0.0,0.0,0.0
2.0,3.0,27.0,37.0,72.97,1.0,1.0,0.0,0.0,0.0,11.0,16.0,0.0,70.0,70.0,85.71,1.0,40.0,24.0,0.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,11.5,0.0,0.0,0.0
2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,23.0,25.0,1.0,5.52,25.0,0.0,0.0,0.0,0.0,1.0,-1.0,9.0,4.42,0.0,0.0,0.0
2.0,0.0,14.0,15.0,93.33,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,93.33,-1.0,-1.0,1.0,41.0,25.0,2.0,9.84,12.5,0.0,0.0,1.0,0.0,1.0,5.0,19.0,7.85,0.0,0.0,0.0
2.0,2.0,11.0,9.0,122.22,1.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,122.22,-1.0,-1.0,1.0,25.0,12.0,0.0,12.5,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,12.5,1.0,0.0,0.0
2.0,1.0,19.0,32.0,59.38,1.0,3.0,0.0,0.0,0.0,18.0,1.0,0.0,65.0,50.0,50.0,1.0,3.0,12.0,2.0,1.5,6.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,3.0,2.0,0.0,0.0
2.0,1.0,54.0,42.0,128.57,1.0,7.0,0.0,1.0,0.0,26.0,28.0,0.0,140.0,170.0,75.0,1.0,34.0,18.0,2.0,11.33,9.0,0.0,0.0,0.0,2.0,0.0,13.0,10.5,-1.0,0.0,0.0,0.0
1.0,0.0,53.0,45.0,117.78,1.0,7.0,1.0,1.0,0.0,27.0,26.0,0.0,130.0,60.0,140.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,4.0,1.0,1.0
2.0,0.0,80.0,65.0,123.08,0.0,7.0,2.0,1.0,0.0,27.0,35.0,18.0,145.0,80.0,122.86,1.0,31.0,26.0,0.0,7.15,-1.0,0.0,0.0,0.0,0.0,0.0,8.57,-1.0,6.63,1.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
2.0,0.0,6.0,9.0,66.67,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,66.67,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,0.0,40.0,42.0,95.24,1.0,4.0,0.0,0.0,0.0,22.0,18.0,0.0,100.0,100.0,83.33,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,0.0,11.0,11.0,100.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,-1.0,-1.0,2.0,11.0,12.0,0.0,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5.5,0.0,1.0,0.0
2.0,0.0,1.0,4.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
1.0,0.0,30.0,31.0,96.77,1.0,4.0,0.0,0.0,0.0,19.0,11.0,0.0,100.0,100.0,0.0,2.0,12.0,13.0,1.0,5.54,13.0,0.0,0.0,0.0,1.0,0.0,-1.0,5.54,-1.0,1.0,1.0,0.0
2.0,1.0,45.0,41.0,109.76,1.0,5.0,0.0,0.0,0.0,26.0,19.0,0.0,125.0,120.0,72.73,1.0,21.0,19.0,0.0,6.63,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.71,6.0,1.0,0.0,0.0
2.0,2.0,21.0,23.0,91.3,0.0,2.0,0.0,0.0,0.0,9.0,12.0,0.0,95.0,66.67,-1.0,1.0,9.0,6.0,0.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,9.0,-1.0,1.0,0.0,0.0
1.0,0.0,17.0,14.0,121.43,1.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,121.43,-1.0,-1.0,2.0,16.0,19.0,2.0,5.05,9.5,0.0,0.0,1.0,0.0,1.0,5.08,-1.0,5.0,1.0,0.0,0.0
2.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,18.0,12.0,0.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,-1.0,0.0,0.0,0.0
1.0,0.0,59.0,42.0,140.48,1.0,4.0,3.0,1.0,0.0,12.0,28.0,19.0,90.0,140.0,225.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,0.0,7.0,7.0,100.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,-1.0,-1.0,2.0,18.0,25.0,2.0,4.32,12.5,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,4.32,0.0,0.0,0.0
1.0,0.0,4.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,-1.0,-1.0,2.0,24.0,18.0,1.0,8.0,18.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,9.5,0.0,0.0,0.0
2.0,0.0,5.0,8.0,62.5,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,62.5,-1.0,-1.0,1.0,35.0,25.0,0.0,8.4,-1.0,0.0,0.0,0.0,0.0,0.0,4.62,14.0,11.0,0.0,0.0,0.0
1.0,0.0,22.0,23.0,95.65,1.0,3.0,1.0,0.0,0.0,22.0,0.0,0.0,105.0,33.33,-1.0,2.0,7.0,12.0,2.0,3.5,6.0,0.0,0.0,2.0,0.0,0.0,3.5,-1.0,-1.0,0.0,1.0,0.0
2.0,0.0,31.0,38.0,81.58,1.0,3.0,0.0,0.0,0.0,17.0,14.0,0.0,85.0,100.0,50.0,1.0,26.0,18.0,0.0,8.67,-1.0,0.0,0.0,0.0,0.0,0.0,8.67,-1.0,-1.0,0.0,0.0,0.0
2.0,0.0,1.0,5.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,-1.0,-1.0,1.0,32.0,24.0,0.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.33,19.0,-1.0,0.0,0.0,0.0
2.0,0.0,30.0,23.0,130.43,0.0,2.0,1.0,0.0,0.0,0.0,20.0,10.0,100.0,333.33,-1.0,1.0,23.0,18.0,0.0,7.67,-1.0,0.0,0.0,0.0,0.0,0.0,7.67,-1.0,-1.0,1.0,0.0,0.0
2.0,1.0,23.0,24.0,95.83,1.0,2.0,0.0,0.0,0.0,0.0,19.0,4.0,85.0,150.0,-1.0,1.0,17.0,12.0,0.0,8.5,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,8.5,0.0,0.0,0.0
1.0,1.0,41.0,27.0,151.85,1.0,1.0,3.0,0.0,0.0,0.0,16.0,25.0,125.0,228.57,-1.0,2.0,33.0,26.0,2.0,7.62,13.0,0.0,0.0,2.0,0.0,0.0,3.0,13.0,7.29,0.0,1.0,0.0
2.0,2.0,26.0,31.0,83.87,1.0,1.0,1.0,0.0,0.0,10.0,16.0,0.0,85.0,90.0,0.0,1.0,21.0,25.0,2.0,5.04,12.5,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,5.04,0.0,0.0,0.0
1.0,2.0,1.0,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,-1.0,-1.0,2.0,16.0,13.0,1.0,7.38,13.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,7.38,0.0,1.0,0.0
2.0,0.0,30.0,27.0,111.11,1.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,105.0,128.57,-1.0,1.0,20.0,24.0,2.0,5.0,12.0,0.0,0.0,2.0,0.0,0.0,7.0,-1.0,3.0,0.0,0.0,1.0
2.0,1.0,79.0,60.0,131.67,1.0,7.0,3.0,1.0,0.0,21.0,33.0,25.0,105.0,100.0,160.0,1.0,40.0,26.0,0.0,9.23,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,9.6,0.0,0.0,0.0
1.0,1.0,4.0,9.0,44.44,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,44.44,-1.0,-1.0,2.0,25.0,18.0,0.0,8.33,-1.0,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,6.5,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,32.0,24.0,2.0,8.0,12.0,0.0,0.0,0.0,2.0,0.0,-1.0,7.0,8.33,0.0,1.0,0.0
1.0,1.0,13.0,18.0,72.22,1.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,72.22,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.0
1.0,1.0,30.0,33.0,90.91,1.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,65.0,160.0,33.33,2.0,25.0,27.0,2.0,5.56,13.5,0.0,0.0,0.0,2.0,0.0,6.0,4.62,6.86,0.0,1.0,0.0
2.0,0.0,69.0,49.0,140.82,1.0,7.0,1.0,1.0,0.0,10.0,41.0,18.0,120.0,90.0,189.47,1.0,34.0,26.0,1.0,7.85,26.0,0.0,0.0,0.0,1.0,0.0,-1.0,11.0,6.9,0.0,0.0,0.0
2.0,1.0,23.0,20.0,115.0,1.0,5.0,0.0,0.0,0.0,18.0,5.0,0.0,115.0,-1.0,-1.0,1.0,23.0,20.0,0.0,6.9,-1.0,0.0,0.0,0.0,0.0,0.0,6.86,-1.0,7.0,1.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,31.0,25.0,0.0,7.44,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.85,7.0,0.0,0.0,0.0
1.0,1.0,16.0,19.0,84.21,1.0,2.0,0.0,0.0,0.0,12.0,4.0,0.0,84.21,-1.0,-1.0,2.0,30.0,26.0,0.0,6.92,-1.0,0.0,0.0,0.0,0.0,0.0,3.5,-1.0,9.86,0.0,0.0,0.0
1.0,1.0,41.0,27.0,151.85,1.0,6.0,0.0,0.0,0.0,0.0,20.0,21.0,145.0,171.43,-1.0,2.0,15.0,25.0,3.0,3.6,8.33,1.0,0.0,0.0,1.0,2.0,-1.0,4.0,3.47,0.0,1.0,0.0
2.0,0.0,1.0,6.0,16.67,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.67,-1.0,-1.0,1.0,25.0,24.0,3.0,6.25,8.0,1.0,0.0,0.0,2.0,1.0,6.0,7.0,6.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,34.0,24.0,1.0,8.5,24.0,0.0,0.0,0.0,0.0,1.0,-1.0,15.0,6.33,0.0,0.0,0.0
1.0,1.0,37.0,38.0,97.37,1.0,4.0,0.0,0.0,0.0,18.0,19.0,0.0,95.0,90.0,112.5,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,1.0,37.0,33.0,112.12,1.0,6.0,0.0,0.0,0.0,20.0,17.0,0.0,130.0,90.0,66.67,1.0,16.0,24.0,2.0,4.0,12.0,0.0,0.0,0.0,1.0,1.0,-1.0,3.0,4.33,0.0,0.0,1.0
2.0,0.0,19.0,20.0,95.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,95.0,-1.0,-1.0,1.0,51.0,24.0,0.0,12.75,-1.0,0.0,0.0,0.0,0.0,0.0,18.0,9.5,14.0,0.0,0.0,0.0
1.0,2.0,12.0,15.0,80.0,1.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,80.0,-1.0,-1.0,2.0,30.0,18.0,1.0,10.0,18.0,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,11.0,1.0,0.0,0.0
2.0,2.0,33.0,30.0,110.0,0.0,2.0,1.0,0.0,0.0,3.0,24.0,6.0,120.0,90.0,-1.0,1.0,26.0,20.0,1.0,7.8,20.0,0.0,0.0,0.0,1.0,0.0,-1.0,7.71,7.85,1.0,0.0,0.0
2.0,0.0,24.0,26.0,92.31,1.0,2.0,1.0,0.0,0.0,20.0,4.0,0.0,110.0,33.33,-1.0,1.0,21.0,19.0,0.0,6.63,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,6.63,0.0,0.0,0.0
1.0,1.0,2.0,6.0,33.33,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.33,-1.0,-1.0,2.0,27.0,25.0,2.0,6.48,12.5,0.0,0.0,1.0,1.0,0.0,3.23,5.0,15.0,0.0,1.0,0.0
2.0,1.0,41.0,45.0,91.11,1.0,4.0,0.0,0.0,0.0,15.0,18.0,8.0,90.0,80.0,100.0,1.0,17.0,24.0,2.0,4.25,12.0,0.0,0.0,0.0,1.0,1.0,-1.0,3.0,4.67,0.0,0.0,1.0
2.0,1.0,1.0,7.0,14.29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.29,-1.0,-1.0,1.0,48.0,25.0,1.0,11.52,25.0,0.0,0.0,0.0,1.0,0.0,-1.0,16.0,10.11,0.0,0.0,0.0
1.0,1.0,24.0,29.0,82.76,1.0,2.0,0.0,0.0,0.0,2.0,22.0,0.0,90.0,66.67,-1.0,2.0,13.0,6.0,0.0,13.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,13.0,0.0,0.0,0.0
1.0,0.0,72.0,46.0,156.52,1.0,5.0,3.0,1.0,0.0,7.0,57.0,8.0,120.0,100.0,237.5,2.0,23.0,18.0,0.0,7.67,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,7.67,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,16.0,12.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,8.0,0.0,0.0,0.0
1.0,0.0,43.0,42.0,102.38,1.0,2.0,1.0,0.0,0.0,19.0,24.0,0.0,100.0,140.0,75.0,2.0,26.0,24.0,1.0,6.5,24.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,7.67,0.0,1.0,0.0
2.0,2.0,9.0,11.0,81.82,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,81.82,-1.0,-1.0,1.0,34.0,25.0,1.0,8.16,25.0,0.0,0.0,1.0,0.0,0.0,7.71,-1.0,8.33,0.0,0.0,0.0
2.0,1.0,13.0,17.0,76.47,1.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,76.47,-1.0,-1.0,1.0,4.0,6.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,0.0,0.0,0.0
2.0,2.0,4.0,6.0,66.67,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,66.67,-1.0,-1.0,1.0,10.0,6.0,0.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,10.0,0.0,0.0,0.0
2.0,0.0,10.0,6.0,166.67,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,166.67,-1.0,-1.0,1.0,42.0,24.0,1.0,10.5,24.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,12.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,38.0,19.0,0.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,14.57,-1.0,10.5,0.0,0.0,0.0
2.0,2.0,6.0,10.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,60.0,-1.0,-1.0,1.0,24.0,7.0,0.0,20.57,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,20.57,1.0,0.0,0.0
2.0,3.0,31.0,23.0,134.78,0.0,1.0,2.0,0.0,0.0,0.0,16.0,15.0,140.0,100.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
2.0,3.0,30.0,16.0,187.5,1.0,3.0,1.0,0.0,0.0,0.0,30.0,0.0,187.5,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
1.0,3.0,26.0,20.0,130.0,1.0,3.0,1.0,0.0,0.0,0.0,26.0,0.0,130.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,3.0,10.0,14.0,71.43,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,71.43,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,3.0,10.0,16.0,62.5,1.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,62.5,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,4.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
1.0,4.0,21.0,13.0,161.54,0.0,2.0,1.0,0.0,0.0,0.0,0.0,21.0,161.54,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,4.0,6.0,3.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,200.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
2.0,4.0,4.0,11.0,36.36,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,36.36,-1.0,-1.0,1.0,19.0,7.0,0.0,16.29,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,16.29,1.0,0.0,0.0
1.0,5.0,13.0,3.0,433.33,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,433.33,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
2.0,5.0,4.0,3.0,133.33,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,133.33,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,7.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0
1.0,2.0,31.0,25.0,124.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,23.0,120.0,140.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
2.0,2.0,1.0,7.0,14.29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.29,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,3.0,31.0,34.0,91.18,1.0,2.0,1.0,0.0,0.0,0.0,28.0,3.0,55.0,160.0,100.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.0
2.0,3.0,13.0,18.0,72.22,1.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,72.22,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2.0,2.0,13.0,13.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,100.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,2.0,15.0,12.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,125.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.0
2.0,2.0,23.0,16.0,143.75,1.0,2.0,1.0,0.0,0.0,0.0,23.0,0.0,143.75,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,4.0,30.0,22.0,136.36,0.0,1.0,2.0,0.0,0.0,0.0,13.0,17.0,140.0,100.0,-1.0,2.0,19.0,12.0,0.0,9.5,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,9.5,0.0,0.0,0.0
